timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1601661629790,3000,localhost Disks I/O queue,,,,,true,,0,0,0,0,null,0,0,0
1601661629791,0,localhost Disks I/O reads,,,,,true,,0,0,0,0,null,0,0,0
1601661629793,0,localhost Disks I/O writes,,,,,true,,0,0,0,0,null,0,0,0
1601661629793,6327836672000,localhost Memory used,,,,,true,,0,0,0,0,null,0,0,0
1601661629793,1078312,localhost Memory unit=mb:free,,,,,true,,0,0,0,0,null,0,0,0
1601661629793,98000,localhost Disks I/O useperc,,,,,true,,0,0,0,0,null,0,0,0
1601661629793,26876,localhost CPU combined,,,,,true,,0,0,0,0,null,0,0,0
1601661629793,0,localhost Network I/O bytesrecv,,,,,true,,0,0,0,0,null,0,0,0
1601661630795,0,localhost Disks I/O queue,,,,,true,,0,0,0,0,null,0,0,0
1601661630795,8000,localhost Disks I/O reads,,,,,true,,0,0,0,0,null,0,0,0
1601661630795,15000,localhost Disks I/O writes,,,,,true,,0,0,0,0,null,0,0,0
1601661630795,6312722432000,localhost Memory used,,,,,true,,0,0,0,0,null,0,0,0
1601661630795,1092726,localhost Memory unit=mb:free,,,,,true,,0,0,0,0,null,0,0,0
1601661630795,98000,localhost Disks I/O useperc,,,,,true,,0,0,0,0,null,0,0,0
1601661630795,50610,localhost CPU combined,,,,,true,,0,0,0,0,null,0,0,0
1601661630795,129882000,localhost Network I/O bytesrecv,,,,,true,,0,0,0,0,null,0,0,0
1601661631807,0,localhost Disks I/O queue,,,,,true,,0,0,0,0,null,0,0,0
1601661631807,2000,localhost Disks I/O reads,,,,,true,,0,0,0,0,null,0,0,0
1601661631807,32000,localhost Disks I/O writes,,,,,true,,0,0,0,0,null,0,0,0
1601661631807,6326759424000,localhost Memory used,,,,,true,,0,0,0,0,null,0,0,0
1601661631807,1079339,localhost Memory unit=mb:free,,,,,true,,0,0,0,0,null,0,0,0
1601661631807,98000,localhost Disks I/O useperc,,,,,true,,0,0,0,0,null,0,0,0
1601661631808,60202,localhost CPU combined,,,,,true,,0,0,0,0,null,0,0,0
1601661631808,272694000,localhost Network I/O bytesrecv,,,,,true,,0,0,0,0,null,0,0,0
1601662239051,0,localhost Disks I/O queue,,,,,true,,0,0,0,0,null,0,0,0
1601662239051,0,localhost Disks I/O reads,,,,,true,,0,0,0,0,null,0,0,0
1601662239051,0,localhost Disks I/O writes,,,,,true,,0,0,0,0,null,0,0,0
1601662239051,6484676608000,localhost Memory used,,,,,true,,0,0,0,0,null,0,0,0
1601662239051,928738,localhost Memory unit=mb:free,,,,,true,,0,0,0,0,null,0,0,0
1601662239051,99000,localhost Disks I/O useperc,,,,,true,,0,0,0,0,null,0,0,0
1601662239052,20484,localhost CPU combined,,,,,true,,0,0,0,0,null,0,0,0
1601662239052,0,localhost Network I/O bytesrecv,,,,,true,,0,0,0,0,null,0,0,0
1601662240069,0,localhost Disks I/O queue,,,,,true,,0,0,0,0,null,0,0,0
1601662240069,3000,localhost Disks I/O reads,,,,,true,,0,0,0,0,null,0,0,0
1601662240069,2000,localhost Disks I/O writes,,,,,true,,0,0,0,0,null,0,0,0
1601662240069,6477144064000,localhost Memory used,,,,,true,,0,0,0,0,null,0,0,0
1601662240069,935921,localhost Memory unit=mb:free,,,,,true,,0,0,0,0,null,0,0,0
